time_ms,l_ax,l_ay,l_az,l_gx,l_gy,l_gz,r_ax,r_ay,r_az,r_gx,r_gy,r_gz,state,chewing_side,cpm,channel,activity_label
5894980.0,-0.589844,0.973633,-1.318848,0.040236,0.019452,0.006662,-1.859863,0.209473,-0.570801,-0.03544,0.040769,-0.014389,warming_up,-,0.000,-,non_chewing
5894990.0,-0.579102,0.983887,-1.311035,0.044499,0.024515,0.018919,-1.867676,0.205566,-0.569336,-0.031443,0.038637,-0.014389,warming_up,-,0.000,-,non_chewing
5895000.0,-0.584473,0.976074,-1.335449,0.052227,0.020251,0.010925,-1.864258,0.200684,-0.577637,-0.032775,0.03917,-0.020518,warming_up,-,0.000,-,non_chewing
5895010.0,-0.583496,0.974609,-1.330078,0.047164,0.017587,0.00826,-1.859375,0.199219,-0.57666,-0.022383,0.042101,-0.011724,warming_up,-,0.000,-,non_chewing
5895020.0,-0.591309,0.976074,-1.33252,0.050361,0.020784,0.012257,-1.864258,0.20459,-0.588867,-0.035972,0.040769,-0.008793,warming_up,-,0.000,-,non_chewing
5895030.0,-0.585937,0.977051,-1.3125,0.040502,0.017587,0.00906,-1.853027,0.209961,-0.586914,-0.034107,0.040236,-0.010658,warming_up,-,0.000,-,non_chewing
5895040.0,-0.583496,0.97998,-1.325684,0.038637,0.015455,0.022649,-1.865723,0.209473,-0.57959,-0.024248,0.042634,-0.012257,warming_up,-,0.000,-,non_chewing
5895050.0,-0.57959,0.97168,-1.319824,0.045565,0.018652,0.024248,-1.867188,0.20166,-0.567871,-0.029044,0.045565,0.006928,warming_up,-,0.000,-,non_chewing
5895060.0,-0.583984,0.970703,-1.322266,0.052227,0.013057,0.013856,-1.861816,0.204102,-0.57666,-0.033574,0.037038,-0.012257,warming_up,-,0.000,-,non_chewing
5895070.0,-0.586426,0.969727,-1.319824,0.038371,0.031176,0.011991,-1.859863,0.209473,-0.560547,-0.030377,0.043167,-0.008793,warming_up,-,0.000,-,non_chewing
