time_ms,ax,ay,az,gx,gy,gz,state,chewing_prob,cpm,true_label
1870200.0,-0.188965,-1.725586,1.144531,0.025314,-0.149485,-0.198781,warming_up,0.000000,0.000,chewing
1870210.0,-0.19043,-1.720215,1.138184,0.029844,-0.110315,-0.212904,warming_up,0.000000,0.000,chewing
1870220.0,-0.178223,-1.71875,1.134277,0.046098,-0.105253,-0.17773,warming_up,0.000000,0.000,chewing
1870230.0,-0.187988,-1.692383,1.142578,0.034374,-0.127369,-0.212104,warming_up,0.000000,0.000,chewing
1870240.0,-0.187988,-1.689453,1.143066,0.05276,-0.152683,-0.198781,warming_up,0.000000,0.000,chewing
1870250.0,-0.17041,-1.690918,1.141113,0.05649,-0.131632,-0.207574,warming_up,0.000000,0.000,chewing
1870260.0,-0.168945,-1.707031,1.134277,0.056757,-0.149219,-0.175599,warming_up,0.000000,0.000,chewing
1870270.0,-0.15332,-1.724121,1.123047,0.083136,-0.123106,-0.149219,warming_up,0.000000,0.000,chewing
1870280.0,-0.135742,-1.740234,1.121094,0.120175,-0.093262,-0.059688,warming_up,0.000000,0.000,chewing
1870290.0,-0.154297,-1.756348,1.123047,0.117776,-0.077274,-0.01732,warming_up,0.000000,0.000,chewing
1870300.0,-0.15918,-1.727051,1.126465,0.119908,-0.038104,-0.014655,warming_up,0.000000,0.000,chewing
1870310.0,-0.152832,-1.710938,1.139648,0.077008,-0.046098,-0.068481,warming_up,0.000000,0.000,chewing
1870320.0,-0.175781,-1.710449,1.141113,0.040236,-0.062619,-0.097525,warming_up,0.000000,0.000,chewing
1870330.0,-0.169434,-1.695801,1.156738,-0.006129,-0.107118,-0.144689,warming_up,0.000000,0.000,chewing
1870340.0,-0.148437,-1.708984,1.137207,-0.038904,-0.123372,-0.147087,warming_up,0.000000,0.000,chewing
1870350.0,-0.127441,-1.717773,1.130859,-0.064484,-0.108184,-0.155881,warming_up,0.000000,0.000,chewing
1870360.0,-0.123047,-1.715332,1.149414,-0.073011,-0.075409,-0.229158,warming_up,0.000000,0.000,chewing
1870370.0,-0.109375,-1.745605,1.136719,-0.076208,-0.053825,-0.190521,warming_up,0.000000,0.000,chewing
1870380.0,-0.128906,-1.726074,1.141602,-0.061286,0.000533,-0.17027,warming_up,0.000000,0.000,chewing
1870390.0,-0.158203,-1.688965,1.147461,-0.086334,0.067149,-0.171602,warming_up,0.000000,0.000,chewing
1870400.0,-0.169434,-1.682617,1.145996,-0.097259,0.100723,-0.190787,warming_up,0.000000,0.000,chewing
1870410.0,-0.165039,-1.694336,1.119629,-0.123639,0.114312,-0.127636,warming_up,0.000000,0.000,chewing
1870420.0,-0.144531,-1.708984,1.143555,-0.149219,0.109516,-0.10019,warming_up,0.000000,0.000,chewing
1870430.0,-0.138184,-1.717773,1.136719,-0.191853,0.100456,-0.093528,warming_up,0.000000,0.000,chewing
1870440.0,-0.125977,-1.733398,1.133301,-0.280585,0.058888,-0.081804,warming_up,0.000000,0.000,chewing
1870450.0,-0.120605,-1.735352,1.131836,-0.386637,-0.006928,-0.051694,warming_up,0.000000,0.000,chewing
1870460.0,-0.106934,-1.740234,1.126953,-0.438597,-0.051694,-0.020251,warming_up,0.000000,0.000,chewing
1870470.0,-0.119629,-1.733398,1.125488,-0.535323,-0.065816,-0.004796,warming_up,0.000000,0.000,chewing
1870480.0,-0.106445,-1.762207,1.126465,-0.548913,-0.080205,0.122306,warming_up,0.000000,0.000,chewing
1870490.0,-0.136719,-1.759277,1.122559,-0.606469,-0.081005,0.176665,warming_up,0.000000,0.000,chewing
1870500.0,-0.145996,-1.728516,1.115723,-0.72158,-0.112447,0.175599,warming_up,0.000000,0.000,chewing
1870510.0,-0.136719,-1.732422,1.11084,-0.77807,-0.128435,0.212637,warming_up,0.000000,0.000,chewing
1870520.0,-0.123535,-1.741699,1.11084,-0.760484,-0.10392,0.208907,warming_up,0.000000,0.000,chewing
1870530.0,-0.145508,-1.726074,1.108398,-0.756487,-0.096726,0.141225,warming_up,0.000000,0.000,chewing
1870540.0,-0.151855,-1.70752,1.104004,-0.809513,-0.086867,0.114046,warming_up,0.000000,0.000,chewing
1870550.0,-0.140137,-1.708984,1.095215,-0.70879,-0.060221,0.088998,warming_up,0.000000,0.000,chewing
1870560.0,-0.108398,-1.746094,1.069336,-0.658429,-0.005063,0.214502,warming_up,0.000000,0.000,chewing
1870570.0,-0.121094,-1.756836,1.072754,-0.619792,-0.02638,0.236619,warming_up,0.000000,0.000,chewing
1870580.0,-0.119141,-1.750977,1.071289,-0.603804,-0.033308,0.178263,warming_up,0.000000,0.000,chewing
1870590.0,-0.118652,-1.761719,1.057129,-0.575292,-0.057023,0.103654,warming_up,0.000000,0.000,chewing
1870600.0,-0.115723,-1.775391,1.045898,-0.498551,-0.031176,0.075942,warming_up,0.000000,0.000,chewing
1870610.0,-0.129883,-1.776855,1.056152,-0.451654,-0.012257,0.03464,warming_up,0.000000,0.000,chewing
1870620.0,-0.132324,-1.773926,1.055664,-0.368518,-0.010392,-0.070879,warming_up,0.000000,0.000,chewing
1870630.0,-0.142578,-1.754883,1.065918,-0.361856,-0.009593,-0.140159,warming_up,0.000000,0.000,chewing
1870640.0,-0.13623,-1.731445,1.058105,-0.32162,0.005596,-0.127902,warming_up,0.000000,0.000,chewing
1870650.0,-0.120117,-1.772949,1.047852,-0.251541,0.0429,-0.02185,warming_up,0.000000,0.000,chewing
1870660.0,-0.120605,-1.773438,1.055664,-0.201179,0.029044,-0.046897,warming_up,0.000000,0.000,chewing
1870670.0,-0.117188,-1.761719,1.05127,-0.175332,0.01732,-0.103387,warming_up,0.000000,0.000,chewing
1870680.0,-0.107422,-1.758789,1.047363,-0.15215,0.0,-0.167605,warming_up,0.000000,0.000,chewing
1870690.0,-0.112793,-1.759277,1.03418,-0.129234,0.03091,-0.118842,warming_up,0.000000,0.000,chewing
1870700.0,-0.093262,-1.796875,1.036621,-0.066349,0.019452,-0.038104,warming_up,0.000000,0.000,chewing
1870710.0,-0.102539,-1.77832,1.039551,-0.059421,0.017054,-0.034107,warming_up,0.000000,0.000,chewing
1870720.0,-0.109375,-1.763672,1.060547,-0.074077,-0.010392,-0.061286,warming_up,0.000000,0.000,chewing
1870730.0,-0.095215,-1.763672,1.026367,-0.082603,-0.029311,-0.081538,warming_up,0.000000,0.000,chewing
1870740.0,-0.108398,-1.790527,1.040039,-0.070613,0.013323,0.029577,warming_up,0.000000,0.000,chewing
1870750.0,-0.095215,-1.778809,1.050781,-0.073277,0.048496,0.088732,warming_up,0.000000,0.000,chewing
1870760.0,-0.114258,-1.770996,1.04541,-0.089798,0.030643,0.038904,warming_up,0.000000,0.000,chewing
1870770.0,-0.118164,-1.768555,1.040039,-0.123905,0.024515,0.007461,warming_up,0.000000,0.000,chewing
1870780.0,-0.113281,-1.765137,1.01709,-0.122573,0.015721,0.029577,warming_up,0.000000,0.000,chewing
1870790.0,-0.109375,-1.768066,1.036621,-0.098058,0.053026,0.044766,warming_up,0.000000,0.000,chewing
1870800.0,-0.115234,-1.77832,1.040039,-0.106319,0.072478,0.011991,warming_up,0.000000,0.000,chewing
1870810.0,-0.128906,-1.766113,1.026367,-0.10472,0.071145,-0.025047,warming_up,0.000000,0.000,chewing
1870820.0,-0.128906,-1.768555,1.036621,-0.08287,0.067948,-0.037571,warming_up,0.000000,0.000,chewing
1870830.0,-0.111816,-1.783203,1.04248,-0.024781,0.09113,0.015188,warming_up,0.000000,0.000,chewing
1870840.0,-0.133301,-1.766602,1.029785,0.027712,0.089798,0.019452,warming_up,0.000000,0.000,chewing
1870850.0,-0.130859,-1.761719,1.059082,0.088732,0.054092,-0.07834,warming_up,0.000000,0.000,chewing
1870860.0,-0.131348,-1.766113,1.036621,0.196916,0.01732,-0.162009,warming_up,0.000000,0.000,chewing
1870870.0,-0.133301,-1.770996,1.056152,0.365853,0.003464,-0.217167,warming_up,0.000000,0.000,chewing
1870880.0,-0.118652,-1.76416,1.066406,0.497485,0.006129,-0.284315,warming_up,0.000000,0.000,chewing
1870890.0,-0.126465,-1.73877,1.074707,0.638444,0.023182,-0.359991,warming_up,0.000000,0.000,chewing
1870900.0,-0.10791,-1.738281,1.078613,0.799654,0.138827,-0.491623,warming_up,0.000000,0.000,chewing
1870910.0,-0.062988,-1.79248,1.060547,1.000034,0.319222,-0.65683,warming_up,0.000000,0.000,chewing
1870920.0,-0.095215,-1.75,1.072754,1.097559,0.416747,-0.722113,warming_up,0.000000,0.000,chewing
1870930.0,-0.109375,-1.766113,1.09375,1.10955,0.444726,-0.719715,warming_up,0.000000,0.000,chewing
1870940.0,-0.096191,-1.758789,1.092285,0.996037,0.441262,-0.660294,warming_up,0.000000,0.000,chewing
1870950.0,-0.092773,-1.745605,1.09668,0.916098,0.379709,-0.560903,warming_up,0.000000,0.000,chewing
1870960.0,-0.068359,-1.75293,1.085449,0.717317,0.292576,-0.449789,warming_up,0.000000,0.000,chewing
1870970.0,-0.078125,-1.770996,1.100586,0.628851,0.082337,-0.366119,warming_up,0.000000,0.000,chewing
1870980.0,-0.066406,-1.773926,1.106934,0.436998,-0.012524,-0.262732,warming_up,0.000000,0.000,chewing
1870990.0,-0.077637,-1.768555,1.11084,0.251274,-0.13936,-0.15668,warming_up,0.000000,0.000,chewing
1871000.0,-0.072266,-1.760254,1.115234,0.119109,-0.174266,-0.089798,warming_up,0.000000,0.000,chewing
1871010.0,-0.07373,-1.726074,1.120117,0.087666,-0.185724,-0.053559,warming_up,0.000000,0.000,chewing
1871020.0,-0.09375,-1.687012,1.128906,0.0437,-0.172135,-0.035706,warming_up,0.000000,0.000,chewing
1871030.0,-0.094238,-1.699707,1.133789,-0.041035,-0.128435,-0.013323,warming_up,0.000000,0.000,chewing
1871040.0,-0.096191,-1.691895,1.132324,0.00373,-0.045565,0.001865,warming_up,0.000000,0.000,chewing
1871050.0,-0.077637,-1.711914,1.128418,-0.017587,-0.029044,0.006129,warming_up,0.000000,0.000,chewing
1871060.0,-0.071289,-1.743164,1.128906,-0.006129,-0.029044,0.031709,warming_up,0.000000,0.000,chewing
1871070.0,-0.05127,-1.744141,1.129395,-0.002398,-0.011724,-0.011458,warming_up,0.000000,0.000,chewing
1871080.0,-0.069824,-1.733887,1.136719,-0.002665,-0.046364,-0.062086,warming_up,0.000000,0.000,chewing
1871090.0,-0.077148,-1.725098,1.134766,0.02185,-0.02638,-0.060487,warming_up,0.000000,0.000,chewing
1871100.0,-0.073242,-1.71582,1.141113,0.03011,-0.032508,-0.045299,warming_up,0.000000,0.000,chewing
1871110.0,-0.067871,-1.712891,1.128906,0.054625,-0.015988,-0.058355,warming_up,0.000000,0.000,chewing
1871120.0,-0.047852,-1.71582,1.133789,0.054625,-0.007194,-0.072211,warming_up,0.000000,0.000,chewing
1871130.0,-0.050293,-1.719727,1.131348,0.086867,0.016254,-0.079139,warming_up,0.000000,0.000,chewing
1871140.0,-0.061523,-1.723145,1.143066,0.081804,0.059155,-0.09566,warming_up,0.000000,0.000,chewing
1871150.0,-0.071289,-1.710938,1.132324,0.076208,0.058089,-0.120974,warming_up,0.000000,0.000,chewing
1871160.0,-0.056641,-1.734863,1.144531,0.082603,0.039436,-0.136695,warming_up,0.000000,0.000,chewing
1871170.0,-0.050293,-1.737793,1.11377,0.094328,0.074343,-0.092462,warming_up,0.000000,0.000,chewing
1871180.0,-0.057617,-1.746094,1.133789,0.093795,0.08207,-0.067948,warming_up,0.000000,0.000,chewing
1871190.0,-0.058594,-1.73291,1.134766,0.112447,0.136429,-0.090597,warming_up,0.000000,0.000,chewing
1871200.0,-0.064453,-1.71875,1.125488,0.0866,0.140159,-0.0874,warming_up,0.000000,0.000,chewing
1871210.0,-0.060547,-1.737305,1.140137,0.067149,0.116977,-0.068481,warming_up,0.000000,0.000,chewing
1871220.0,-0.066895,-1.716797,1.134277,0.029311,0.100456,-0.055957,warming_up,0.000000,0.000,chewing
1871230.0,-0.06543,-1.717773,1.147949,0.005596,0.075675,-0.041568,warming_up,0.000000,0.000,chewing
1871240.0,-0.060059,-1.717773,1.144043,-0.023449,0.073544,-0.040769,warming_up,0.000000,0.000,chewing
1871250.0,-0.061523,-1.720215,1.146973,-0.018652,0.087666,-0.03544,warming_up,0.000000,0.000,chewing
1871260.0,-0.037598,-1.729492,1.135254,-0.073544,0.004263,0.001066,warming_up,0.000000,0.000,chewing
1871270.0,-0.03418,-1.706543,1.143555,-0.047697,0.090064,-0.08207,warming_up,0.000000,0.000,chewing
1871280.0,-0.04834,-1.716309,1.149902,-0.052227,0.12577,-0.145222,warming_up,0.000000,0.000,chewing
1871290.0,-0.060059,-1.706543,1.150391,-0.060753,0.155881,-0.150018,warming_up,0.000000,0.000,chewing
1871300.0,-0.044922,-1.703125,1.134766,-0.077008,0.229957,-0.03464,warming_up,0.000000,0.000,chewing
1871310.0,-0.072266,-1.702148,1.132324,-0.145489,0.257403,0.044233,warming_up,0.000000,0.000,chewing
1871320.0,-0.071289,-1.727539,1.129395,-0.228625,0.217433,0.114046,warming_up,0.000000,0.000,chewing
1871330.0,-0.070312,-1.738281,1.128418,-0.336542,0.137495,0.233688,warming_up,0.000000,0.000,chewing
1871340.0,-0.050781,-1.729492,1.122559,-0.405822,0.064217,0.358925,warming_up,0.000000,0.000,chewing
1871350.0,-0.04541,-1.766113,1.113281,-0.4783,0.045032,0.396763,warming_up,0.000000,0.000,chewing
